Rank,Company Code,Company Name,Price,Change,Percent,Market,Year
878,CIE,Contango Income Generator Ltd,$0.73,+0.01,+1.39%,$91.64 M,-16.09%
879,SDI,SDI Ltd,$0.77,-0.005,-0.65%,$91.53 M,-14.44%
880,AOP,Apollo Consolidated Ltd,$0.34,+0.02,+6.25%,$91.49 M,+47.83%
881,TIG,Tigers Realm Coal Ltd,$0.012,-0.001,-7.69%,$91.38 M,-7.81%
882,CYP,Cynata Therapeutics Ltd,$0.775,+0.025,+3.33%,$90.77 M,-40.39%
883,BKY,Berkeley Energia Ltd,$0.35,-0.01,-2.78%,$90.51 M,+25.00%
884,SELF,Selfwealth SMSF Leaders ETF,$41.82,+0.52,+1.26%,$90.42 M,-16.88%
885,MSTR,Morningstar International Shares Active ETF (Managed Fund),$8.94,+0.16,+1.82%,$90.34 M,+0.22%
886,CHZ,Chesser Resources Ltd,$0.22,-0.005,-2.22%,$90.01 M,+185.71%
887,E2M,E2 Metals Ltd,$0.685,-0.005,-0.73%,$89.87 M,+280.56%
888,WWI,West Wits Mining Ltd,$0.075,+0.005,+7.14%,$89.70 M,"+1,400.00%"
889,GBND,Betashares Sustainability Leaders DVRSFD Bond ETF - Cur HDG,$26.05,+0.07,+0.27%,$89.68 M,+3.83%
890,MWY,Midway Ltd,$1.025,-0.015,-1.44%,$89.52 M,-45.62%
891,VAN,Vango Mining Ltd,$0.09,-0.002,-2.17%,$89.42 M,-48.57%
892,-,TAM,Tanami Gold NL,$0.076,0.00,0.00%,$89.31 M
893,SLX,SILEX Systems Ltd,$0.515,-0.01,-1.91%,$88.98 M,+24.10%
894,ZLD,Zelira Therapeutics Ltd,$0.075,+0.002,+2.74%,$88.90 M,+5.63%
895,MMI,Metro Mining Ltd,$0.064,+0.002,+3.23%,$88.89 M,-48.80%
896,COS,Cosol Ltd,$0.67,+0.09,+15.52%,$88.29 M,+76.32%
897,GAS,State GAS Ltd,$0.51,+0.02,+4.08%,$88.25 M,-30.14%
898,IPD,Impedimed Ltd,$0.082,+0.003,+3.80%,$88.17 M,-39.29%
899,PAL,Palla Pharma Ltd,$0.70,+0.015,+2.19%,$88.16 M,-15.66%
900,-,BOT,Botanix Pharmaceuticals Ltd,$0.09,0.00,0.00%,$87.54 M
901,-,ARA,Ariadne Australia Ltd,$0.445,0.00,0.00%,$87.33 M
902,-,KGL,KGL Resources Ltd,$0.26,0.00,0.00%,$87.29 M
903,-,ANG,Austin Engineering Ltd,$0.15,0.00,0.00%,$86.92 M
904,-,GOW,Gowing Bros Ltd,$1.62,0.00,0.00%,$86.91 M
905,OEC,Orbital Corporation Ltd,$1.12,+0.025,+2.28%,$86.90 M,+234.33%
906,CTP,Central Petroleum Ltd,$0.12,+0.005,+4.35%,$86.81 M,-25.00%
907,TTT,Titomic Ltd,$0.565,+0.04,+7.62%,$86.59 M,-58.76%
908,-,CAM,Clime Capital Ltd,$0.765,0.00,0.00%,$86.40 M
909,-,EGH,Eureka Group Holdings Ltd,$0.375,0.00,0.00%,$86.26 M
910,GTN,GTN Ltd,$0.40,+0.01,+2.56%,$86.11 M,-45.21%
911,-,LVH,Livehire Ltd,$0.285,0.00,0.00%,$85.93 M
912,-,RCT,Reef Casino Trust,$1.75,0.00,0.00%,$85.86 M
913,PTB,PTB Group Ltd,$0.67,-0.01,-1.47%,$85.68 M,-4.30%
914,AAR,Anglo Australian Resources NL,$0.15,+0.01,+7.14%,$85.60 M,+70.46%
915,-,CYG,Coventry Group Ltd,$0.95,0.00,0.00%,$85.51 M
916,RGB,Russell Investments Australian Government Bond ETF,$23.29,+0.06,+0.26%,$85.31 M,+1.26%
917,KSS,Kleos Space S.A,$0.655,-0.005,-0.76%,$85.17 M,+111.29%
918,UMAX,Betashares S&P 500 Yield Maximiser Fund (Managed Fund),$17.90,+0.26,+1.47%,$85.12 M,-13.11%
919,FCT,Firstwave Cloud Technology Ltd,$0.13,+0.005,+4.00%,$84.96 M,-1.30%
920,-,TEK,Thorney Technologies Ltd,$0.33,0.00,0.00%,$84.90 M
921,AZS,AZURE Minerals Ltd,$0.35,+0.02,+6.06%,$84.77 M,+141.38%
922,AML,Aeon Metals Ltd,$0.125,+0.005,+4.17%,$84.70 M,+8.70%
923,-,CAA,Capral Ltd,$0.17,0.00,0.00%,$84.47 M
924,RKN,Reckon Ltd,$0.745,+0.005,+0.68%,$84.40 M,-8.59%
925,-,TRY,Troy Resources Ltd,$0.115,0.00,0.00%,$84.19 M
926,QRE,Betashares Australian Resources Sector ETF,$6.05,+0.16,+2.72%,$83.71 M,-4.72%
927,GLB,Globe International Ltd,$2.00,+0.005,+0.25%,$82.93 M,+60.64%
928,-,URF,US Masters Residential Property Fund,$0.215,0.00,0.00%,$82.82 M
929,-,CSD,Consolidated Tin Mines Ltd,$0.125,0.00,0.00%,$82.48 M
930,MOGL,Montgomery Global Equities Fund (Managed Fund),$3.33,-0.01,-0.30%,$82.47 M,-7.24%
931,-,EM1,Emerge Gaming Ltd,$0.105,0.00,0.00%,$82.47 M
932,-,TIP,Teaminvest Private Group Ltd,$0.70,0.00,0.00%,$82.12 M
933,EXR,Elixir Energy Ltd,$0.115,-0.005,-4.17%,$81.40 M,+167.44%
934,DCG,Decmil Group Ltd,$0.063,+0.004,+6.78%,$81.10 M,-82.24%
935,HZR,HAZER Group Ltd,$0.58,+0.02,+3.57%,$81.05 M,+43.21%
936,PVS,Pivotal Systems Corporation,$0.71,-0.005,-0.70%,$80.95 M,-41.08%
937,OZR,SPDR S&P/ASX 200 Resources Fund,$10.80,+0.19,+1.79%,$80.68 M,-7.77%
938,MYE,Mastermyne Group Ltd,$0.76,+0.02,+2.70%,$80.32 M,-26.92%
939,PEX,Peel Mining Ltd,$0.235,+0.01,+4.44%,$80.29 M,-16.45%
940,-,NTD,National Tyre & Wheel Ltd,$0.70,0.00,0.00%,$79.95 M
941,-,MRL,Mayur Resources Ltd,$0.445,0.00,0.00%,$79.82 M
942,VUL,Vulcan Energy Resources Ltd,$1.08,-0.05,-4.43%,$79.60 M,+644.83%
943,OZF,SPDR S&P/ASX 200 Financials Ex A-REIT Fund,$15.78,+0.3,+1.94%,$79.44 M,-21.65%
944,BC8,Black Cat Syndicate Ltd,$0.72,-0.02,-2.70%,$79.41 M,+63.64%
945,-,IHL,Incannex Healthcare Ltd,$0.078,0.00,0.00%,$79.07 M
946,S2R,S2 Resources Ltd,$0.25,+0.005,+2.04%,$78.72 M,+92.31%
947,GSW,Getswift Ltd,$0.365,+0.015,+4.29%,$78.70 M,-35.97%
948,-,AHX,Apiam Animal Health Ltd,$0.67,0.00,0.00%,$78.61 M
949,-,KZR,Kalamazoo Resources Ltd,$0.60,0.00,0.00%,$78.56 M
950,ESK,Etherstack Plc,$0.645,-0.005,-0.77%,$78.02 M,+152.94%
951,VRX,VRX Silica Ltd,$0.175,-0.01,-5.41%,$77.89 M,+40.00%
952,-,ACF,Acrow Formwork and Construction Services Ltd,$0.355,0.00,0.00%,$77.78 M
953,CSS,Clean Seas Seafood Ltd,$0.69,+0.02,+2.99%,$77.37 M,-14.82%
954,BNO,Bionomics Ltd,$0.105,-0.005,-4.55%,$77.20 M,-3.14%
955,DYL,Deep Yellow Ltd,$0.315,-0.005,-1.56%,$77.19 M,+16.67%
956,SHM,Shriro Holdings Ltd,$0.81,-0.01,-1.22%,$77.02 M,+20.90%
957,STN,Saturn Metals Ltd,$0.71,+0.03,+4.41%,$77.01 M,+79.75%
958,JAN,Janison Education Group Ltd,$0.365,-0.005,-1.35%,$76.89 M,-7.60%
959,SWTZ,Switzer Dividend Growth Fund (Managed Fund),$2.22,+0.05,+2.30%,$76.59 M,-13.28%
960,-,SES,Secos Group Ltd,$0.145,0.00,0.00%,$76.12 M
961,WEC,White Energy Company Ltd,$0.098,-0.007,-6.67%,$75.90 M,+25.72%
962,-,RTR,Rumble Resources Ltd,$0.145,0.00,0.00%,$75.86 M
963,ADV,Ardiden Ltd,$0.036,+0.002,+5.88%,$75.79 M,"+1,100.00%"
964,LCK,Leigh Creek Energy Ltd,$0.115,+0.005,+4.55%,$75.62 M,-43.90%
965,-,SGQ,ST George Mining Ltd,$0.15,0.00,0.00%,$75.53 M
966,SNC,Sandon Capital Investments Ltd,$0.695,+0.015,+2.21%,$75.49 M,-16.27%
967,MEM,Memphasys Ltd,$0.10,+0.003,+3.09%,$75.48 M,+44.93%
968,WOA,Wide Open Agriculture Ltd,$0.875,-0.04,-4.37%,$75.33 M,+483.33%
969,QLTY,Betashares Global Quality Leaders ETF,$20.40,+0.23,+1.14%,$75.21 M,+13.90%
970,CGR,CML Group Ltd,$0.34,+0.01,+3.03%,$75.08 M,-20.93%
971,-,LSX,Lion Selection Group Ltd,$0.50,0.00,0.00%,$75.07 M
972,DOU,Douugh Ltd,$0.245,+0.015,+6.52%,$74.69 M,"+1,784.61%"
973,-,TGF,Tribeca Global Natural Resources Ltd,$1.21,0.00,0.00%,$74.68 M
974,-,TGH,Terragen Holdings Ltd,$0.415,0.00,0.00%,$74.67 M
975,-,RTE,"Retech Technology Co., Ltd",$0.32,0.00,0.00%,$74.53 M
976,KPG,Kelly Partners Group Holdings Ltd,$1.65,+0.05,+3.13%,$74.50 M,+68.37%
977,BLU,Blue Energy Ltd,$0.056,-0.004,-6.67%,$74.42 M,+27.27%
978,CMP,Compumedics Ltd,$0.42,+0.01,+2.44%,$74.41 M,-42.47%
979,-,GAP,Gale Pacific Ltd,$0.27,0.00,0.00%,$74.36 M
980,-,VEE,Veem Ltd,$0.57,0.00,0.00%,$74.10 M
981,BRV,Big River Gold Ltd,$0.055,+0.001,+1.85%,$73.64 M,+266.67%
982,IKO,Ishares MSCI South Korea ETF,$95.10,+1.65,+1.77%,$72.77 M,+7.85%
983,PGX,Primero Group Ltd,$0.42,+0.01,+2.44%,$72.11 M,+7.69%
984,DRO,Droneshield Ltd,$0.185,+0.01,+5.71%,$71.82 M,-53.17%
985,FTC,Fintech Chain Ltd,$0.11,-0.01,-8.33%,$71.58 M,-33.33%
986,MZZ,Matador Mining Ltd,$0.42,+0.01,+2.44%,$71.42 M,+127.03%
987,WRLD,Betashares Managed Risk Global Share Fund (Managed Fund),$13.13,+0.11,+0.85%,$71.32 M,-1.80%
988,SIH,Sihayo Gold Ltd,$0.021,+0.001,+5.00%,$71.06 M,+20.84%
989,FGR,First Graphene Ltd,$0.135,-0.01,-6.90%,$70.97 M,-18.18%
990,-,MLX,Metals X Ltd,$0.078,0.00,0.00%,$70.77 M
991,HLA,Healthia Ltd,$1.10,+0.07,+6.80%,$70.74 M,+24.29%
992,-,OZG,Ozgrowth Ltd,$0.20,0.00,0.00%,$70.39 M
993,AUC,Ausgold Ltd,$0.054,+0.005,+10.20%,$70.22 M,+237.50%
994,LCL,Los Cerros Ltd,$0.15,+0.005,+3.45%,$70.11 M,+82.93%
995,-,SAS,Sky and Space Global Ltd,$0.028,0.00,0.00%,$70.07 M
996,-,CLF,Concentrated Leaders Fund Ltd,$1.18,0.00,0.00%,$70.05 M
997,CST,Castile Resources Ltd,$0.35,+0.02,+6.06%,$69.90 M,+84.21%
998,IHHY,Ishares Global High Yield Bond (Aud Hedged) ETF,$98.91,+0.36,+0.37%,$69.48 M,-6.60%
999,MVS,Vaneck Vectors Small Companies Masters ETF,$19.25,+0.39,+2.07%,$69.46 M,-8.90%
"1,000",KPT,Kangaroo Island Plantation Timbers Ltd,$1.23,-0.01,-0.81%,$69.45 M,-47.66%
"1,001",-,FML,Focus Minerals Ltd,$0.38,0.00,0.00%,$69.44 M
"1,002",-,RHT,Resonance Health Ltd,$0.155,0.00,0.00%,$68.87 M
"1,003",-,KME,Kip Mcgrath Education Centres Ltd,$1.32,0.00,0.00%,$68.67 M
"1,004",GRB,Gage Roads Brewing Co Ltd,$0.055,+0.001,+1.85%,$68.44 M,-38.20%
"1,005",IOU,Ioupay Ltd,$0.185,+0.005,+2.78%,$68.18 M,"+2,212.50%"
"1,006",CAY,Canyon Resources Ltd,$0.11,+0.005,+4.76%,$67.53 M,-33.33%
"1,007",MBH,Maggie Beer Holdings Ltd,$0.325,+0.005,+1.56%,$67.36 M,+109.68%
"1,008",TNK,Think Childcare Group,$1.10,+0.03,+2.80%,$67.16 M,-25.17%
"1,009",KAI,Kairos Minerals Ltd,$0.04,+0.002,+5.26%,$67.02 M,+328.40%
"1,010",MVOL,Ishares Edge MSCI Australia Minimum Volatility ETF,$26.84,+0.47,+1.78%,$66.69 M,-10.23%
"1,011",-,BRL,Bathurst Resources Ltd,$0.039,0.00,0.00%,$66.67 M
"1,012",RSM,Russell Investments Australian Semi-Government Bond ETF,$21.38,+0.06,+0.28%,$66.62 M,-0.14%
"1,013",HZN,Horizon Oil Ltd,$0.051,-0.001,-1.92%,$66.40 M,-63.57%
"1,014",-,ELS,Elsight Ltd,$0.62,0.00,0.00%,$66.35 M
"1,015",NTM,NTM Gold Ltd,$0.097,+0.003,+3.19%,$66.33 M,+64.41%
"1,016",PMY,Pacifico Minerals Ltd,$0.019,+0.001,+5.56%,$66.25 M,+137.50%
"1,017",-,MX1,Micro-X Ltd,$0.185,0.00,0.00%,$66.08 M
"1,018",KLA,Kirkland Lake Gold Ltd,$66.00,+0.7,+1.07%,$66.00 M,-1.05%
"1,019",-,AR9,Archtis Ltd,$0.37,0.00,0.00%,$65.92 M
"1,020",ICT,Icollege Ltd,$0.125,+0.005,+4.17%,$65.82 M,+127.27%
"1,021",-,MEI,Meteoric Resources NL,$0.053,0.00,0.00%,$65.73 M
"1,022",VML,Vital Metals Ltd,$0.025,+0.002,+8.70%,$65.72 M,+127.27%
"1,023",APC,Australian Potash Ltd,$0.135,+0.005,+3.85%,$65.69 M,+51.73%
"1,024",BLG,Bluglass Ltd,$0.091,-0.014,-13.33%,$65.49 M,-14.27%
"1,025",NCC,Naos Emerging Opportunities Company Ltd,$1.055,+0.005,+0.48%,$65.32 M,-0.47%
"1,026",-,KKO,Kinetiko Energy Ltd,$0.12,0.00,0.00%,$65.24 M
"1,027",VIP,VIP Gloves Ltd,$0.087,+0.001,+1.16%,$64.87 M,+123.08%
"1,028",PGC,Paragon Care Ltd,$0.19,+0.005,+2.70%,$64.20 M,-55.81%
"1,029",-,RDF,Redflex Holdings Ltd,$0.42,0.00,0.00%,$63.84 M
"1,030",-,RAP,Resapp Health Ltd,$0.084,0.00,0.00%,$63.68 M
"1,031",-,BRB,Breaker Resources NL,$0.195,0.00,0.00%,$63.54 M
"1,032",ISU,Iselect Ltd,$0.29,+0.005,+1.75%,$63.18 M,-51.26%
"1,033",-,MAM,Microequities Asset Management Group Ltd,$0.475,0.00,0.00%,$63.00 M
"1,034",SKF,SKYFII Ltd,$0.21,+0.025,+13.51%,$62.98 M,+31.25%
"1,035",LOT,Lotus Resources Ltd,$0.085,+0.001,+1.19%,$62.95 M,+46.55%
"1,036",MOZ,Mosaic Brands Ltd,$0.65,+0.005,+0.78%,$62.83 M,-75.00%
"1,037",ZYUS,ETFs S&P 500 High Yield Low Volatility ETF,$10.17,+0.25,+2.52%,$62.55 M,-25.00%
"1,038",ICI,Icandy Interactive Ltd,$0.135,+0.015,+12.50%,$62.47 M,+285.71%
"1,039",DW8,Digital Wine Ventures Ltd,$0.042,+0.001,+2.44%,$62.46 M,+504.23%
"1,040",APW,Aims Property Securities Fund,$1.40,+0.01,+0.72%,$62.44 M,-3.45%
"1,041",GBZ,GBM Resources Ltd,$0.155,+0.005,+3.33%,$62.11 M,+317.61%
"1,042",DRUG,Betashares Global Healthcare ETF - Currency Hedged,$6.44,+0.13,+2.06%,$61.93 M,+4.04%
"1,043",OCC,Orthocell Ltd,$0.335,+0.005,+1.52%,$61.90 M,-44.17%
"1,044",-,ZER,ZETA Resources Ltd,$0.215,0.00,0.00%,$61.84 M
"1,045",DSE,Dropsuite Ltd,$0.11,-0.01,-8.33%,$61.82 M,+155.81%
"1,046",LBL,Laserbond Ltd,$0.645,+0.005,+0.78%,$61.71 M,-17.31%
"1,047",NUS,Nusantara Resources Ltd,$0.29,+0.005,+1.75%,$61.65 M,-12.12%
"1,048",CD3,CD Private Equity Fund Iii,$0.85,+0.1,+13.33%,$61.22 M,-40.56%
"1,049",TNY,Tinybeans Group Ltd,$1.33,+0.04,+3.10%,$61.13 M,-54.92%
"1,050",PTL,Pental Ltd,$0.445,+0.01,+2.30%,$60.63 M,+48.33%
"1,051",BIS,Bisalloy Steel Group Ltd,$1.33,-0.09,-6.34%,$60.41 M,+14.66%
"1,052",IBX,Imagion Biosystems Ltd,$0.066,+0.002,+3.13%,$60.17 M,+236.46%
"1,053",-,PNW,Pacific Star Network Ltd,$0.26,0.00,0.00%,$60.09 M
"1,054",PDI,Predictive Discovery Ltd,$0.06,+0.001,+1.70%,$60.04 M,+575.93%
"1,055",FFR,Firefly Resources Ltd,$0.20,+0.02,+11.11%,$59.96 M,+210.48%
"1,056",QTM,Quantum Health Group Ltd,$0.053,+0.001,+1.92%,$59.80 M,+120.83%
"1,057",RXP,RXP Services Ltd,$0.345,+0.005,+1.47%,$59.73 M,-33.01%
"1,058",ENR,Encounter Resources Ltd,$0.19,+0.01,+5.56%,$59.44 M,+5.56%
"1,059",RBTZ,Betashares Global Robotics and Artificial Intelligence ETF,$12.52,+0.19,+1.54%,$59.15 M,+25.08%
"1,060",-,SND,Saunders International Ltd,$0.575,0.00,0.00%,$59.14 M
"1,061",BBC,BNK Banking Corporation Ltd,$0.62,-0.02,-3.13%,$59.12 M,-0.80%
"1,062",-,NOV,Novatti Group Ltd,$0.26,0.00,0.00%,$59.04 M
"1,063",MNRS,Betashares Global Gold Miners ETF - Currency Hedged,$7.01,+0.08,+1.15%,$58.93 M,+40.20%
"1,064",UBN,Urbanise.com Ltd,$0.079,-0.002,-2.47%,$58.87 M,+64.58%
"1,065",MIO,Macarthur Minerals Ltd,$0.48,-0.04,-7.69%,$58.85 M,+54.84%
"1,066",NUH,Nuheara Ltd,$0.042,-0.001,-2.33%,$58.81 M,+5.00%
"1,067",-,TDL,TBG Diagnostics Ltd,$0.27,0.00,0.00%,$58.75 M
"1,068",GRNV,Vaneck Vectors MSCI Australian Sustainable Equity ETF,$24.35,+0.53,+2.23%,$58.61 M,-7.84%
"1,069",OIL,Optiscan Imaging Ltd,$0.098,-0.001,-1.01%,$58.48 M,+139.02%
"1,070",COI,Comet Ridge Ltd,$0.074,-0.002,-2.63%,$58.39 M,-67.11%
"1,071",-,SWK,Swick Mining Services Ltd,$0.195,0.00,0.00%,$58.31 M
"1,072",BIT,Biotron Ltd,$0.083,-0.002,-2.35%,$58.26 M,+13.70%
"1,073",CKA,Cokal Ltd,$0.063,+0.003,+5.00%,$58.17 M,+50.00%
"1,074",PO3,Purifloh Ltd,$1.845,+0.095,+5.43%,$58.16 M,-67.91%
"1,075",PKS,PKS Holdings Ltd,$0.31,+0.015,+5.09%,$58.08 M,+87.88%
"1,076",IBC,Ironbark Capital Ltd,$0.47,+0.005,+1.08%,$57.89 M,-6.00%
"1,077",-,GTG,Genetic Technologies Ltd,$0.007,0.00,0.00%,$57.83 M
"1,078",DGR,DGR Global Ltd,$0.073,-0.006,-7.60%,$57.82 M,-6.51%
"1,079",RFT,Rectifier Technologies Ltd,$0.042,-0.001,-2.33%,$57.75 M,-16.00%
"1,080",-,BD1,BARD1 Life Sciences Ltd,$0.024,0.00,0.00%,$57.47 M
"1,081",-,DME,Dome Gold Mines Ltd,$0.195,0.00,0.00%,$57.45 M
"1,082",ADS,Adslot Ltd,$0.031,+0.002,+6.90%,$57.16 M,+19.23%
"1,083",-,HIT,Hitech Group Australia Ltd,$1.50,0.00,0.00%,$57.08 M
"1,084",-,HRZ,Horizon Minerals Ltd,$0.10,0.00,0.00%,$56.80 M
"1,085",-,FFI,FFI Holdings Ltd,$5.27,0.00,0.00%,$56.71 M
"1,086",CVF,Contrarian Value Fund Ltd,$0.815,+0.005,+0.62%,$56.62 M,-17.26%
"1,087",-,MPP,Metro Performance Glass Ltd,$0.305,0.00,0.00%,$56.54 M
"1,088",KSN,Kingston Resources Ltd,$0.245,+0.005,+2.08%,$56.48 M,+36.11%
"1,089",IVR,Investigator Resources Ltd,$0.05,+0.003,+6.38%,$56.45 M,+150.00%
"1,090",CCA,Change Financial Ltd,$0.14,+0.005,+3.70%,$56.39 M,-8.25%
"1,091",MTH,Mithril Resources Ltd,$0.027,+0.003,+12.50%,$56.35 M,+350.00%
"1,092",-,QPR,Quattro Plus Real Estate,$0.70,0.00,0.00%,$56.24 M
"1,093",ARL,Ardea Resources Ltd,$0.44,+0.01,+2.33%,$56.18 M,-7.13%
"1,094",CRO,Cirralto Ltd,$0.035,+0.003,+9.38%,$55.72 M,+367.02%
"1,095",-,AUZ,Australian Mines Ltd,$0.014,0.00,0.00%,$55.46 M
"1,096",IHR,Intellihr Ltd,$0.20,-0.005,-2.44%,$55.43 M,+277.03%
"1,097",-,PEN,Peninsula Energy Ltd,$0.062,0.00,0.00%,$55.29 M
"1,098",RZI,RAIZ Invest Ltd,$0.735,+0.005,+0.69%,$55.09 M,-23.44%
"1,099",IVX,Invion Ltd,$0.01,-0.001,-9.09%,$55.04 M,-9.09%
"1,100",-,UBI,Universal Biosensors Inc,$0.31,0.00,0.00%,$55.01 M
"1,101",HETH,Betashares Global Sustainability Leaders ETF - CH,$10.15,+0.1,+1.00%,$54.81 M,+0.20%
"1,102",CD2,CD Private Equity Fund Ii,$0.99,+0.03,+3.13%,$54.64 M,-44.85%
"1,103",MEC,Morphic Ethical Equities Fund Ltd,$1.025,+0.005,+0.49%,$54.19 M,+17.14%
"1,104",DEV,DEVEX Resources Ltd,$0.22,+0.015,+7.32%,$54.13 M,+91.30%
"1,105",SEN,Senetas Corporation Ltd,$0.05,+0.001,+2.04%,$54.11 M,-31.51%
"1,106",-,SIO,Simonds Group Ltd,$0.375,0.00,0.00%,$53.94 M
"1,107",88E,88 Energy Ltd,$0.006,-0.001,-14.29%,$53.61 M,-53.85%
"1,108",-,XPL,Xplore Wealth Ltd,$0.18,0.00,0.00%,$53.56 M
"1,109",-,KOV,Korvest Ltd,$4.70,0.00,0.00%,$53.23 M
"1,110",CNB,Carnaby Resources Ltd,$0.465,+0.035,+8.14%,$53.14 M,+365.00%
"1,111",REY,REY Resources Ltd,$0.25,+0.01,+4.17%,$53.04 M,-13.79%
"1,112",-,SSL,Sietel Ltd,$6.60,0.00,0.00%,$52.85 M
"1,113",HAV,Havilah Resources Ltd,$0.195,+0.005,+2.63%,$52.83 M,+95.00%
"1,114",PFT,Pure Foods Tasmania Ltd,$1.13,-0.02,-1.74%,$52.76 M,+334.62%
"1,115",KTD,Keytone Dairy Corporation Ltd,$0.205,-0.005,-2.38%,$52.60 M,-54.44%
"1,116",-,MA1,Monash Absolute Investment Company Ltd,$1.165,0.00,0.00%,$52.25 M
"1,117",FEX,FENIX Resources Ltd,$0.135,+0.015,+12.50%,$51.92 M,+164.71%
"1,118",CVL,Civmec Ltd,$0.435,-0.015,-3.33%,$51.87 M,-1.14%
"1,119",MRM,Mma Offshore Ltd,$0.056,+0.003,+5.66%,$51.84 M,-68.89%
"1,120",STG,Straker Translations Ltd,$0.975,-0.005,-0.51%,$51.81 M,-46.43%
"1,121",-,MDC,Medlab Clinical Ltd,$0.185,0.00,0.00%,$51.74 M
"1,122",-,EHH,Eagle Health Holdings Ltd,$0.14,0.00,0.00%,$51.61 M
"1,123",TGA,Thorn Group Ltd,$0.16,+0.005,+3.23%,$51.58 M,-37.26%
"1,124",REIT,Vaneck Vectors Ftse International Property (Hedged) ETF,$15.62,+0.37,+2.43%,$51.56 M,-26.60%
"1,125",PIQ,Proteomics International Laboratories Ltd,$0.49,-0.015,-2.97%,$51.40 M,+48.49%
"1,126",-,BOL,Boom Logistics Ltd,$0.12,0.00,0.00%,$51.33 M
"1,127",TMH,The Market Herald Ltd,$0.27,+0.01,+3.85%,$51.24 M,+86.21%
"1,128",-,DGH,Desane Group Holdings Ltd,$1.25,0.00,0.00%,$51.14 M
"1,129",TON,Triton Minerals Ltd,$0.045,+0.004,+9.76%,$51.05 M,+18.42%
"1,130",-,FSI,Flagship Investments Ltd,$2.00,0.00,0.00%,$51.05 M
"1,131",-,SEQ,Sequoia Financial Group Ltd,$0.40,0.00,0.00%,$50.96 M
"1,132",-,EGR,Ecograf Ltd,$0.14,0.00,0.00%,$50.96 M
"1,133",ESH,Esports Mogul Ltd,$0.02,+0.001,+5.26%,$50.88 M,+81.82%
"1,134",SMN,Structural Monitoring Systems Plc,$0.425,-0.005,-1.16%,$50.80 M,-59.91%
"1,135",-,QHL,Quickstep Holdings Ltd,$0.071,0.00,0.00%,$50.65 M
"1,136",DXB,Dimerix Ltd,$0.255,+0.005,+2.00%,$50.46 M,+142.86%
"1,137",ADA,Adacel Technologies Ltd,$0.66,+0.02,+3.13%,$50.45 M,+46.67%
"1,138",IMC,Immuron Ltd,$0.225,-0.01,-4.26%,$50.42 M,+73.08%
"1,139",VXR,Venturex Resources Ltd,$0.13,+0.01,+8.33%,$49.88 M,-14.47%
"1,140",-,DBF,Duxton Broadacre Farms Ltd,$1.155,0.00,0.00%,$49.55 M
"1,141",-,PRT,Prime Media Group Ltd,$0.135,0.00,0.00%,$49.45 M
"1,142",-,HRL,HRL Holdings Ltd,$0.10,0.00,0.00%,$49.38 M
"1,143",-,BOND,SPDR S&P/ASX Australian Bond Fund,$28.58,0.00,0.00%,$49.21 M
"1,144",NUC,Nuchev Ltd,$1.27,-0.08,-5.93%,$49.17 M,-59.75%
"1,145",-,AFA,Asf Group Ltd,$0.062,0.00,0.00%,$49.16 M
"1,146",SPY,SPDR S&P 500 ETF Trust,$472.01,+4.51,+0.97%,$49.09 M,+6.47%
"1,147",-,BBL,Brisbane Broncos Ltd,$0.50,0.00,0.00%,$49.02 M
"1,148",AGY,Argosy Minerals Ltd,$0.048,-0.001,-2.04%,$48.94 M,-36.84%
"1,149",WAA,Wam Active Ltd,$1.045,-0.005,-0.48%,$48.91 M,-1.88%
"1,150",RXM,REX Minerals Ltd,$0.13,+0.01,+8.33%,$48.91 M,+54.76%
"1,151",-,LPI,Lithium Power International Ltd,$0.185,0.00,0.00%,$48.66 M
"1,152",QUS,Betashares Ftse Rafi U.S. 1000 ETF,$34.12,+0.54,+1.61%,$48.53 M,-9.52%
"1,153",NWC,New World Resources Ltd,$0.043,-0.001,-2.27%,$48.43 M,+126.32%
"1,154",-,ANP,Antisense Therapeutics Ltd,$0.099,0.00,0.00%,$48.41 M
"1,155",-,VLS,Vita Life Sciences Ltd,$0.89,0.00,0.00%,$48.13 M
"1,156",MXI,Maxitrans Industries Ltd,$0.26,+0.03,+13.04%,$48.12 M,+23.81%
"1,157",NAC,Naos Ex-50 Opportunities Company Ltd,$1.055,+0.005,+0.48%,$47.98 M,+13.44%
"1,158",3DA,Amaero International Ltd,$0.53,-0.005,-0.94%,$47.97 M,+32.50%
"1,159",-,AUST,Betashares Managed Risk Australian Share Fund (Managed Fund),$15.31,0.00,0.00%,$47.97 M
"1,160",-,AJL,AJ Lucas Group Ltd,$0.04,0.00,0.00%,$47.85 M
"1,161",-,RCW,Rightcrowd Ltd,$0.215,0.00,0.00%,$47.74 M
"1,162",ESTX,ETFs Euro STOXX 50 ETF,$59.06,+1.35,+2.34%,$47.66 M,-13.98%
"1,163",BFC,Beston Global Food Company Ltd,$0.079,-0.004,-4.82%,$47.60 M,-15.96%
"1,164",CCZ,Castillo Copper Ltd,$0.047,-0.001,-2.08%,$47.56 M,+176.47%
"1,165",-,BAT,Battery Minerals Ltd,$0.027,0.00,0.00%,$47.45 M
"1,166",DRE,Dreadnought Resources Ltd,$0.021,-0.001,-4.55%,$47.29 M,+162.50%
